Date,market-cap
1/3/2009,0
1/4/2009,0
1/5/2009,0
1/6/2009,0
1/7/2009,0
1/8/2009,0
1/9/2009,0
1/10/2009,0
1/11/2009,0
1/12/2009,0
1/13/2009,0
1/14/2009,0
1/15/2009,0
1/16/2009,0
1/17/2009,0
1/18/2009,0
1/19/2009,0
1/20/2009,0
1/21/2009,0
1/22/2009,0
1/23/2009,0
1/24/2009,0
1/25/2009,0
1/26/2009,0
1/27/2009,0
1/28/2009,0
1/29/2009,0
1/30/2009,0
1/31/2009,0
2/1/2009,0
2/2/2009,0
2/3/2009,0
2/4/2009,0
2/5/2009,0
2/6/2009,0
2/7/2009,0
2/8/2009,0
2/9/2009,0
2/10/2009,0
2/11/2009,0
2/12/2009,0
2/13/2009,0
2/14/2009,0
2/15/2009,0
2/16/2009,0
2/17/2009,0
2/18/2009,0
2/19/2009,0
2/20/2009,0
2/21/2009,0
2/22/2009,0
2/23/2009,0
2/24/2009,0
2/25/2009,0
2/26/2009,0
2/27/2009,0
2/28/2009,0
3/1/2009,0
3/2/2009,0
3/3/2009,0
3/4/2009,0
3/5/2009,0
3/6/2009,0
3/7/2009,0
3/8/2009,0
3/9/2009,0
3/10/2009,0
3/11/2009,0
3/12/2009,0
3/13/2009,0
3/14/2009,0
3/15/2009,0
3/16/2009,0
3/17/2009,0
3/18/2009,0
3/19/2009,0
3/20/2009,0
3/21/2009,0
3/22/2009,0
3/23/2009,0
3/24/2009,0
3/25/2009,0
3/26/2009,0
3/27/2009,0
3/28/2009,0
3/29/2009,0
3/30/2009,0
3/31/2009,0
4/1/2009,0
4/2/2009,0
4/3/2009,0
4/4/2009,0
4/5/2009,0
4/6/2009,0
4/7/2009,0
4/8/2009,0
4/9/2009,0
4/10/2009,0
4/11/2009,0
4/12/2009,0
4/13/2009,0
4/14/2009,0
4/15/2009,0
4/16/2009,0
4/17/2009,0
4/18/2009,0
4/19/2009,0
4/20/2009,0
4/21/2009,0
4/22/2009,0
4/23/2009,0
4/24/2009,0
4/25/2009,0
4/26/2009,0
4/27/2009,0
4/28/2009,0
4/29/2009,0
4/30/2009,0
5/1/2009,0
5/2/2009,0
5/3/2009,0
5/4/2009,0
5/5/2009,0
5/6/2009,0
5/7/2009,0
5/8/2009,0
5/9/2009,0
5/10/2009,0
5/11/2009,0
5/12/2009,0
5/13/2009,0
5/14/2009,0
5/15/2009,0
5/16/2009,0
5/17/2009,0
5/18/2009,0
5/19/2009,0
5/20/2009,0
5/21/2009,0
5/22/2009,0
5/23/2009,0
5/24/2009,0
5/25/2009,0
5/26/2009,0
5/27/2009,0
5/28/2009,0
5/29/2009,0
5/30/2009,0
5/31/2009,0
6/1/2009,0
6/2/2009,0
6/3/2009,0
6/4/2009,0
6/5/2009,0
6/6/2009,0
6/7/2009,0
6/8/2009,0
6/9/2009,0
6/10/2009,0
6/11/2009,0
6/12/2009,0
6/13/2009,0
6/14/2009,0
6/15/2009,0
6/16/2009,0
6/17/2009,0
6/18/2009,0
6/19/2009,0
6/20/2009,0
6/21/2009,0
6/22/2009,0
6/23/2009,0
6/24/2009,0
6/25/2009,0
6/26/2009,0
6/27/2009,0
6/28/2009,0
6/29/2009,0
6/30/2009,0
7/1/2009,0
7/2/2009,0
7/3/2009,0
7/4/2009,0
7/5/2009,0
7/6/2009,0
7/7/2009,0
7/8/2009,0
7/9/2009,0
7/10/2009,0
7/11/2009,0
7/12/2009,0
7/13/2009,0
7/14/2009,0
7/15/2009,0
7/16/2009,0
7/17/2009,0
7/18/2009,0
7/19/2009,0
7/20/2009,0
7/21/2009,0
7/22/2009,0
7/23/2009,0
7/24/2009,0
7/25/2009,0
7/26/2009,0
7/27/2009,0
7/28/2009,0
7/29/2009,0
7/30/2009,0
7/31/2009,0
8/1/2009,0
8/2/2009,0
8/3/2009,0
8/4/2009,0
8/5/2009,0
8/6/2009,0
8/7/2009,0
8/8/2009,0
8/9/2009,0
8/10/2009,0
8/11/2009,0
8/12/2009,0
8/13/2009,0
8/14/2009,0
8/15/2009,0
8/16/2009,0
8/17/2009,0
8/18/2009,0
8/19/2009,0
8/20/2009,0
8/21/2009,0
8/22/2009,0
8/23/2009,0
8/24/2009,0
8/25/2009,0
8/26/2009,0
8/27/2009,0
8/28/2009,0
8/29/2009,0
8/30/2009,0
8/31/2009,0
9/1/2009,0
9/2/2009,0
9/3/2009,0
9/4/2009,0
9/5/2009,0
9/6/2009,0
9/7/2009,0
9/8/2009,0
9/9/2009,0
9/10/2009,0
9/11/2009,0
9/12/2009,0
9/13/2009,0
9/14/2009,0
9/15/2009,0
9/16/2009,0
9/17/2009,0
9/18/2009,0
9/19/2009,0
9/20/2009,0
9/21/2009,0
9/22/2009,0
9/23/2009,0
9/24/2009,0
9/25/2009,0
9/26/2009,0
9/27/2009,0
9/28/2009,0
9/29/2009,0
9/30/2009,0
10/1/2009,0
10/2/2009,0
10/3/2009,0
10/4/2009,0
10/5/2009,0
10/6/2009,0
10/7/2009,0
10/8/2009,0
10/9/2009,0
10/10/2009,0
10/11/2009,0
10/12/2009,0
10/13/2009,0
10/14/2009,0
10/15/2009,0
10/16/2009,0
10/17/2009,0
10/18/2009,0
10/19/2009,0
10/20/2009,0
10/21/2009,0
10/22/2009,0
10/23/2009,0
10/24/2009,0
10/25/2009,0
10/26/2009,0
10/27/2009,0
10/28/2009,0
10/29/2009,0
10/30/2009,0
10/31/2009,0
11/1/2009,0
11/2/2009,0
11/3/2009,0
11/4/2009,0
11/5/2009,0
11/6/2009,0
11/7/2009,0
11/8/2009,0
11/9/2009,0
11/10/2009,0
11/11/2009,0
11/12/2009,0
11/13/2009,0
11/14/2009,0
11/15/2009,0
11/16/2009,0
11/17/2009,0
11/18/2009,0
11/19/2009,0
11/20/2009,0
11/21/2009,0
11/22/2009,0
11/23/2009,0
11/24/2009,0
11/25/2009,0
11/26/2009,0
11/27/2009,0
11/28/2009,0
11/29/2009,0
11/30/2009,0
12/1/2009,0
12/2/2009,0
12/3/2009,0
12/4/2009,0
12/5/2009,0
12/6/2009,0
12/7/2009,0
12/8/2009,0
12/9/2009,0
12/10/2009,0
12/11/2009,0
12/12/2009,0
12/13/2009,0
12/14/2009,0
12/15/2009,0
12/16/2009,0
12/17/2009,0
12/18/2009,0
12/19/2009,0
12/20/2009,0
12/21/2009,0
12/22/2009,0
12/23/2009,0
12/24/2009,0
12/25/2009,0
12/26/2009,0
12/27/2009,0
12/28/2009,0
12/29/2009,0
12/30/2009,0
12/31/2009,0
1/1/2010,0
1/2/2010,0
1/3/2010,0
1/4/2010,0
1/5/2010,0
1/6/2010,0
1/7/2010,0
1/8/2010,0
1/9/2010,0
1/10/2010,0
1/11/2010,0
1/12/2010,0
1/13/2010,0
1/14/2010,0
1/15/2010,0
1/16/2010,0
1/17/2010,0
1/18/2010,0
1/19/2010,0
1/20/2010,0
1/21/2010,0
1/22/2010,0
1/23/2010,0
1/24/2010,0
1/25/2010,0
1/26/2010,0
1/27/2010,0
1/28/2010,0
1/29/2010,0
1/30/2010,0
1/31/2010,0
2/1/2010,0
2/2/2010,0
2/3/2010,0
2/4/2010,0
2/5/2010,0
2/6/2010,0
2/7/2010,0
2/8/2010,0
2/9/2010,0
2/10/2010,0
2/11/2010,0
2/12/2010,0
2/13/2010,0
2/14/2010,0
2/15/2010,0
2/16/2010,0
2/17/2010,0
2/18/2010,0
2/19/2010,0
2/20/2010,0
2/21/2010,0
2/22/2010,0
2/23/2010,0
2/24/2010,0
2/25/2010,0
2/26/2010,0
2/27/2010,0
2/28/2010,0
3/1/2010,0
3/2/2010,0
3/3/2010,0
3/4/2010,0
3/5/2010,0
3/6/2010,0
3/7/2010,0
3/8/2010,0
3/9/2010,0
3/10/2010,0
3/11/2010,0
3/12/2010,0
3/13/2010,0
3/14/2010,0
3/15/2010,0
3/16/2010,0
3/17/2010,0
3/18/2010,0
3/19/2010,0
3/20/2010,0
3/21/2010,0
3/22/2010,0
3/23/2010,0
3/24/2010,0
3/25/2010,0
3/26/2010,0
3/27/2010,0
3/28/2010,0
3/29/2010,0
3/30/2010,0
3/31/2010,0
4/1/2010,0
4/2/2010,0
4/3/2010,0
4/4/2010,0
4/5/2010,0
4/6/2010,0
4/7/2010,0
4/8/2010,0
4/9/2010,0
4/10/2010,0
4/11/2010,0
4/12/2010,0
4/13/2010,0
4/14/2010,0
4/15/2010,0
4/16/2010,0
4/17/2010,0
4/18/2010,0
4/19/2010,0
4/20/2010,0
4/21/2010,0
4/22/2010,0
4/23/2010,0
4/24/2010,0
4/25/2010,0
4/26/2010,0
4/27/2010,0
4/28/2010,0
4/29/2010,0
4/30/2010,0
5/1/2010,0
5/2/2010,0
5/3/2010,0
5/4/2010,0
5/5/2010,0
5/6/2010,0
5/7/2010,0
5/8/2010,0
5/9/2010,0
5/10/2010,0
5/11/2010,0
5/12/2010,0
5/13/2010,0
5/14/2010,0
5/15/2010,0
5/16/2010,0
5/17/2010,0
5/18/2010,0
5/19/2010,0
5/20/2010,0
5/21/2010,0
5/22/2010,0
5/23/2010,0
5/24/2010,0
5/25/2010,0
5/26/2010,0
5/27/2010,0
5/28/2010,0
5/29/2010,0
5/30/2010,0
5/31/2010,0
6/1/2010,0
6/2/2010,0
6/3/2010,0
6/4/2010,0
6/5/2010,0
6/6/2010,0
6/7/2010,0
6/8/2010,0
6/9/2010,0
6/10/2010,0
6/11/2010,0
6/12/2010,0
6/13/2010,0
6/14/2010,0
6/15/2010,0
6/16/2010,0
6/17/2010,0
6/18/2010,0
6/19/2010,0
6/20/2010,0
6/21/2010,0
6/22/2010,0
6/23/2010,0
6/24/2010,0
6/25/2010,0
6/26/2010,0
6/27/2010,0
6/28/2010,0
6/29/2010,0
6/30/2010,0
7/1/2010,0
7/2/2010,0
7/3/2010,0
7/4/2010,0
7/5/2010,0
7/6/2010,0
7/7/2010,0
7/8/2010,0
7/9/2010,0
7/10/2010,0
7/11/2010,0
7/12/2010,0
7/13/2010,0
7/14/2010,0
7/15/2010,0
7/16/2010,0
7/17/2010,0
7/18/2010,0
7/19/2010,0
7/20/2010,0
7/21/2010,0
7/22/2010,0
7/23/2010,0
7/24/2010,0
7/25/2010,0
7/26/2010,0
7/27/2010,0
7/28/2010,0
7/29/2010,0
7/30/2010,0
7/31/2010,0
8/1/2010,0
8/2/2010,0
8/3/2010,0
8/4/2010,0
8/5/2010,0
8/6/2010,0
8/7/2010,0
8/8/2010,0
8/9/2010,0
8/10/2010,0
8/11/2010,0
8/12/2010,0
8/13/2010,0
8/14/2010,0
8/15/2010,0
8/16/2010,0
8/17/2010,0
8/18/2010,0
8/19/2010,0
8/20/2010,263504.5
8/21/2010,263504.5
8/22/2010,265051.5
8/23/2010,265051.5
8/24/2010,266602
8/25/2010,266602
8/26/2010,266602
8/27/2010,268191
8/28/2010,268191
8/29/2010,231207
8/30/2010,231207
8/31/2010,231207
9/1/2010,232536
9/2/2010,232536
9/3/2010,232536
9/4/2010,233877
9/5/2010,233877
9/6/2010,235206
9/7/2010,235206
9/8/2010,235206
9/9/2010,236553
9/10/2010,236553
9/11/2010,236553
9/12/2010,237888
9/13/2010,237888
9/14/2010,239214
9/15/2010,239214
9/16/2010,239214
9/17/2010,240549
9/18/2010,240549
9/19/2010,241878
9/20/2010,241878
9/21/2010,243213
9/22/2010,243213
9/23/2010,244539
9/24/2010,244539
9/25/2010,245868
9/26/2010,245868
9/27/2010,247194
9/28/2010,247194
9/29/2010,248550
9/30/2010,248550
10/1/2010,248550
10/2/2010,248550
10/3/2010,249879
10/4/2010,249879
10/5/2010,249879
10/6/2010,251211
10/7/2010,251211
10/8/2010,251211
10/9/2010,420905
10/10/2010,420905
10/11/2010,507738
10/12/2010,507738
10/13/2010,507738
10/14/2010,425350
10/15/2010,425350
10/16/2010,513096
10/17/2010,513096
10/18/2010,429835
10/19/2010,429835
10/20/2010,432060
10/21/2010,432060
10/22/2010,477741
10/23/2010,477741
10/24/2010,567547.5
10/25/2010,567547.5
10/26/2010,702088
10/27/2010,702088
10/28/2010,837976
10/29/2010,837976
10/30/2010,842241.5
10/31/2010,842241.5
11/1/2010,842241.5
11/2/2010,891010
11/3/2010,891010
11/4/2010,1208884.5
11/5/2010,1208884.5
11/6/2010,1124912.5
11/7/2010,1124912.5
11/8/2010,2125316.5
11/9/2010,2125316.5
11/10/2010,1454128
11/11/2010,1454128
11/12/2010,1095900
11/13/2010,1095900
11/14/2010,1376685
11/15/2010,1376685
11/16/2010,1291178
11/17/2010,1291178
11/18/2010,1297520
11/19/2010,1297520
11/20/2010,1297520
11/21/2010,1350341.5
11/22/2010,1350341.5
11/23/2010,1350341.5
11/24/2010,1356852
11/25/2010,1356852
11/26/2010,1316294
11/27/2010,1316294
11/28/2010,1316294
11/29/2010,1322538
11/30/2010,1322538
12/1/2010,1233947
12/2/2010,1233947
12/3/2010,1192050
12/4/2010,1192050
12/5/2010,1197712.5
12/6/2010,1197712.5
12/7/2010,1107059
12/8/2010,1107059
12/9/2010,1208862.5
12/10/2010,1208862.5
12/11/2010,1208862.5
12/12/2010,1117328.5
12/13/2010,1117328.5
12/14/2010,1117328.5
12/15/2010,1122480.5
12/16/2010,1122480.5
12/17/2010,1225800
12/18/2010,1225800
12/19/2010,1225800
12/20/2010,1280682
12/21/2010,1280682
12/22/2010,1336068
12/23/2010,1336068
12/24/2010,1336068
12/25/2010,1242625
12/26/2010,1242625
12/27/2010,1242625
12/28/2010,1348056
12/29/2010,1348056
12/30/2010,1348056
12/31/2010,1504575
1/1/2011,1504575
1/2/2011,1511280
1/3/2011,1511280
1/4/2011,1511280
1/5/2011,1517925
1/6/2011,1517925
1/7/2011,1517925
1/8/2011,1626224
1/9/2011,1626224
1/10/2011,1626224
1/11/2011,1684402.5
1/12/2011,1684402.5
1/13/2011,1845594
1/14/2011,1845594
1/15/2011,1845594
1/16/2011,2059560
1/17/2011,2059560
1/18/2011,2059560
1/19/2011,1965056
1/20/2011,1965056
1/21/2011,1973587
1/22/2011,1973587
1/23/2011,1973587
1/24/2011,2295040
1/25/2011,2295040
1/26/2011,2252404.5
1/27/2011,2252404.5
1/28/2011,2252404.5
1/29/2011,2367180
1/30/2011,2367180
1/31/2011,2367180
2/1/2011,3222355.5
2/2/2011,3222355.5
2/3/2011,3222355.5
2/4/2011,4137939
2/5/2011,4137939
2/6/2011,4900978
2/7/2011,4900978
2/8/2011,4900978
2/9/2011,4867999.5
2/10/2011,4867999.5
2/11/2011,5801328
2/12/2011,5801328
2/13/2011,5879133
2/14/2011,5879133
2/15/2011,5849172
2/16/2011,5849172
2/17/2011,5710162.5
2/18/2011,5710162.5
2/19/2011,5710162.5
2/20/2011,5460400
2/21/2011,5460400
2/22/2011,4824688
2/23/2011,4824688
2/24/2011,5229655
2/25/2011,5229655
2/26/2011,5527000
2/27/2011,5438167
2/28/2011,5438167
3/1/2011,5438167
3/2/2011,5404112.5
3/3/2011,5404112.5
3/4/2011,5404112.5
3/5/2011,5201862
3/6/2011,5166306
3/7/2011,5166306
3/8/2011,5130352.5
3/9/2011,5130352.5
3/10/2011,5130352.5
3/11/2011,5130352.5
3/12/2011,5263800
3/13/2011,5263800
3/14/2011,5263800
3/15/2011,5114025
3/16/2011,5114025
3/17/2011,5114025
3/18/2011,5114025
3/19/2011,4791612
3/20/2011,4791612
3/21/2011,4791612
3/22/2011,4524014
3/23/2011,4524014
3/24/2011,4524014
3/25/2011,5174055
3/26/2011,5174055
3/27/2011,5174055
3/28/2011,5136368
3/29/2011,5136368
3/30/2011,5136368
3/31/2011,4634680
4/1/2011,4634680
4/2/2011,4652800
4/3/2011,4652800
4/4/2011,4652800
4/5/2011,4496107
4/6/2011,4496107
4/7/2011,4396012.5
4/8/2011,4396012.5
4/9/2011,4396012.5
4/10/2011,4530295
4/11/2011,4530295
4/12/2011,4530295
4/13/2011,5433290
4/14/2011,5433290
4/15/2011,5433290
4/16/2011,6461465.5
4/17/2011,6461465.5
4/18/2011,6604722
4/19/2011,6604722
4/20/2011,6604722
4/21/2011,7166700
4/22/2011,7166700
4/23/2011,7166700
4/24/2011,9890595
4/25/2011,9890595
4/26/2011,10288215
4/27/2011,10288215
4/28/2011,10288215
4/29/2011,16062543
4/30/2011,16062543
5/1/2011,25091505
5/2/2011,25091505
5/3/2011,21229146.5
5/4/2011,21229146.5
5/5/2011,21733978
5/6/2011,21733978
5/7/2011,22180464
5/8/2011,22180464
5/9/2011,24044349.5
5/10/2011,24044349.5
5/11/2011,24044349.5
5/12/2011,37277370
5/13/2011,37277370
5/14/2011,53019356
5/15/2011,53019356
5/16/2011,53084213
5/17/2011,53084213
5/18/2011,51588673.5
5/19/2011,51588673.5
5/20/2011,45574256
5/21/2011,45574256
5/22/2011,41526664
5/23/2011,42933985.5
5/24/2011,42933985.5
5/25/2011,45995109
5/26/2011,50472960
5/27/2011,50472960
5/28/2011,50472960
5/29/2011,55299412
5/30/2011,55299412
5/31/2011,58305528
6/1/2011,58305528
6/2/2011,58305528
6/3/2011,73518192
6/4/2011,73518192
6/5/2011,114520456.5
6/6/2011,114520456.5
6/7/2011,123956845.5
6/8/2011,123956845.5
6/9/2011,206178105.5
6/10/2011,206178105.5
6/11/2011,219821680
6/12/2011,219821680
6/13/2011,162295402.5
6/14/2011,162295402.5
6/15/2011,135866850
6/16/2011,135866850
6/17/2011,130215418
6/18/2011,130215418
6/19/2011,116018320
6/20/2011,116018320
6/21/2011,111842740
6/22/2011,111842740
6/23/2011,101403428
6/24/2011,101403428
6/25/2011,112859880
6/26/2011,112859880
6/27/2011,112859880
6/28/2011,119513250.5
6/29/2011,119513250.5
6/30/2011,116288375
7/1/2011,116288375
7/2/2011,116288375
7/3/2011,109611795
7/4/2011,109611795
7/5/2011,105585855
7/6/2011,105585855
7/7/2011,105585855
7/8/2011,108976875
7/9/2011,108976875
7/10/2011,108976875
7/11/2011,105664848
7/12/2011,105664848
7/13/2011,105664848
7/14/2011,96334406
7/15/2011,96334406
7/16/2011,96334406
7/17/2011,96169153.5
7/18/2011,96169153.5
7/19/2011,96169153.5
7/20/2011,99702961
7/21/2011,99702961
7/22/2011,99702961
7/23/2011,95827256
7/24/2011,95827256
7/25/2011,97723116
7/26/2011,97723116
7/27/2011,97723116
7/28/2011,97620645
7/29/2011,97620645
7/30/2011,97620645
7/31/2011,97656542
8/1/2011,97656542
8/2/2011,97656542
8/3/2011,93161491.5
8/4/2011,93161491.5
8/5/2011,93161491.5
8/6/2011,79830368
8/7/2011,79830368
8/8/2011,79830368
8/9/2011,67744131
8/10/2011,67744131
8/11/2011,67744131
8/12/2011,72820530
8/13/2011,72820530
8/14/2011,72820530
8/15/2011,72820530
8/16/2011,83074425.5
8/17/2011,83074425.5
8/18/2011,83074425.5
8/19/2011,82845945
8/20/2011,82845945
8/21/2011,82845945
8/22/2011,82190387.5
8/23/2011,82190387.5
8/24/2011,82190387.5
8/25/2011,80530015
8/26/2011,80530015
8/27/2011,80530015
8/28/2011,80530015
8/29/2011,67770624
8/30/2011,67770624
8/31/2011,67770624
9/1/2011,63607657
9/2/2011,63607657
9/3/2011,63607657
9/4/2011,62511949.5
9/5/2011,62511949.5
9/6/2011,62511949.5
9/7/2011,55131768
9/8/2011,55131768
9/9/2011,55131768
9/10/2011,48935640
9/11/2011,48935640
9/12/2011,48935640
9/13/2011,49959120
9/14/2011,49959120
9/15/2011,49959120
9/16/2011,49959120
9/17/2011,37733451
9/18/2011,37733451
9/19/2011,37733451
9/20/2011,43037935.5
9/21/2011,43037935.5
9/22/2011,43037935.5
9/23/2011,42510230
9/24/2011,42510230
9/25/2011,42510230
9/26/2011,42510230
9/27/2011,39553760
9/28/2011,39553760
9/29/2011,39553760
9/30/2011,36428301
10/1/2011,36428301
10/2/2011,36428301
10/3/2011,38018781
10/4/2011,38018781
10/5/2011,38018781
10/6/2011,38018781
10/7/2011,36429499.5
10/8/2011,36429499.5
10/9/2011,36429499.5
10/10/2011,32447774
10/11/2011,32447774
10/12/2011,32447774
10/13/2011,32447774
10/14/2011,32621394.5
10/15/2011,32621394.5
10/16/2011,32621394.5
10/17/2011,32621394.5
10/18/2011,26580092.5
10/19/2011,26580092.5
10/20/2011,26580092.5
10/21/2011,26580092.5
10/22/2011,21477742
10/23/2011,21477742
10/24/2011,21477742
10/25/2011,21477742
10/26/2011,22596000
10/27/2011,22596000
10/28/2011,22596000
10/29/2011,22596000
10/30/2011,28554498
10/31/2011,28554498
11/1/2011,28554498
11/2/2011,25532299.5
11/3/2011,25532299.5
11/4/2011,25532299.5
11/5/2011,24468780
11/6/2011,24468780
11/7/2011,24468780
11/8/2011,23399693.5
11/9/2011,23399693.5
11/10/2011,23399693.5
11/11/2011,23399693.5
11/12/2011,23166168
11/13/2011,23166168
11/14/2011,23166168
11/15/2011,22621337.5
11/16/2011,22621337.5
11/17/2011,22621337.5
11/18/2011,19610520
11/19/2011,19610520
11/20/2011,19610520
11/21/2011,18897217.5
11/22/2011,18897217.5
11/23/2011,18897217.5
11/24/2011,18897217.5
11/25/2011,19185280
11/26/2011,19185280
11/27/2011,19185280
11/28/2011,19185280
11/29/2011,20482704
11/30/2011,20482704
12/1/2011,20482704
12/2/2011,24438934
12/3/2011,24438934
12/4/2011,24438934
12/5/2011,23265903
12/6/2011,23265903
12/7/2011,23265903
12/8/2011,24198562.5
12/9/2011,24198562.5
12/10/2011,24198562.5
12/11/2011,24504324
12/12/2011,24504324
12/13/2011,24504324
12/14/2011,25912862.5
12/15/2011,25912862.5
12/16/2011,25912862.5
12/17/2011,25912862.5
12/18/2011,25514739
12/19/2011,25514739
12/20/2011,25514739
12/21/2011,34937563.5
12/22/2011,34937563.5
12/23/2011,34937563.5
12/24/2011,31385712.5
12/25/2011,31385712.5
12/26/2011,31385712.5
12/27/2011,33873775
12/28/2011,33873775
12/29/2011,33873775
12/30/2011,34532352
12/31/2011,34532352
1/1/2012,34532352
1/2/2012,42249590
1/3/2012,42249590
1/4/2012,42249590
1/5/2012,42249590
1/6/2012,53065980
1/7/2012,53065980
1/8/2012,56927604
1/9/2012,56927604
1/10/2012,56927604
1/11/2012,56207082.5
1/12/2012,56207082.5
1/13/2012,56207082.5
1/14/2012,56207082.5
1/15/2012,55239655.5
1/16/2012,55239655.5
1/17/2012,55239655.5
1/18/2012,56705480.5
1/19/2012,56705480.5
1/20/2012,56705480.5
